<!DOCTYPE,html>
NA,"<li class=""mr-3 mr-lg-0""><a data-ga-click=""Footer, go to help, text:Docs"" href=""https://docs.github.com"">Docs</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://support.github.com?tags=dotcom-footer"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to contact&quot;,&quot;label&quot;:&quot;text:contact&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""58dcddad990aa0341704b9784cc3670d6f94b2d05c6c8411137a4abbd8d42627"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to contact&quot;,&quot;label&quot;:&quot;text:contact&quot;}"">Contact GitHub</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://github.com/pricing"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to Pricing&quot;,&quot;label&quot;:&quot;text:Pricing&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""9f6cc2dffa4fb38dd144a7e70430eaf5c37dc86025448344b6b24da12ee42e8c"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to Pricing&quot;,&quot;label&quot;:&quot;text:Pricing&quot;}"">Pricing</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://docs.github.com"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to api&quot;,&quot;label&quot;:&quot;text:api&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""1cb1263bfbd12d5e5205ac7a13aec4741935f470cd56688f83a7b50047979319"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to api&quot;,&quot;label&quot;:&quot;text:api&quot;}"">API</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://services.github.com"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to training&quot;,&quot;label&quot;:&quot;text:training&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""fb8b0f82e3d06694ba87eadc71299bc6312f4f0cdb24b76746d58d90d469f97e"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to training&quot;,&quot;label&quot;:&quot;text:training&quot;}"">Training</a></li>"
NA,"<li class=""mr-3 mr-lg-0""><a href=""https://github.blog"" data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to blog&quot;,&quot;label&quot;:&quot;text:blog&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""ad9ac8dce2f77eb0bda19581763c25e284b70fbb1653871d1d37759120edebe1"" data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to blog&quot;,&quot;label&quot;:&quot;text:blog&quot;}"">Blog</a></li>"
NA,"<li><a data-ga-click=""Footer, go to about, text:about"" href=""https://github.com/about"">About</a></li>"
NA,</ul>
NA,</div>
NA,"<div class=""d-flex flex-justify-center pb-6"">"
NA,"<span class=""f6 color-fg-muted""></span>"
NA,</div>
</footer>,NA
NA,"<div id=""ajax-error-message"" class=""ajax-error-message flash flash-error"" hidden>"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-alert"">"
NA,"<path fill-rule=""evenodd"" d=""M8.22 1.754a.25.25 0 00-.44 0L1.698 13.132a.25.25 0 00.22.368h12.164a.25.25 0 00.22-.368L8.22 1.754zm-1.763-.707c.659-1.234 2.427-1.234 3.086 0l6.082 11.378A1.75 1.75 0 0114.082 15H1.918a1.75 1.75 0 01-1.543-2.575L6.457 1.047zM9 11a1 1 0 11-2 0 1 1 0 012 0zm-.25-5.25a.75.75 0 00-1.5 0v2.5a.75.75 0 001.5 0v-2.5z""></path>"
</svg>,NA
NA,"<button type=""button"" class=""flash-close js-ajax-error-dismiss"" aria-label=""Dismiss error"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">"
NA,"<path fill-rule=""evenodd"" d=""M3.72 3.72a.75.75 0 011.06 0L8 6.94l3.22-3.22a.75.75 0 111.06 1.06L9.06 8l3.22 3.22a.75.75 0 11-1.06 1.06L8 9.06l-3.22 3.22a.75.75 0 01-1.06-1.06L6.94 8 3.72 4.78a.75.75 0 010-1.06z""></path>"
</svg>,NA
NA,</button>
NA,You can’t perform that action at this time.
NA,</div>
NA,"<div class=""js-stale-session-flash flash flash-warn flash-banner"" hidden"
NA,>
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-alert"">"
NA,"<path fill-rule=""evenodd"" d=""M8.22 1.754a.25.25 0 00-.44 0L1.698 13.132a.25.25 0 00.22.368h12.164a.25.25 0 00.22-.368L8.22 1.754zm-1.763-.707c.659-1.234 2.427-1.234 3.086 0l6.082 11.378A1.75 1.75 0 0114.082 15H1.918a1.75 1.75 0 01-1.543-2.575L6.457 1.047zM9 11a1 1 0 11-2 0 1 1 0 012 0zm-.25-5.25a.75.75 0 00-1.5 0v2.5a.75.75 0 001.5 0v-2.5z""></path>"
</svg>,NA
NA,"<span class=""js-stale-session-flash-signed-in"" hidden>You signed in with another tab or window. <a href="""">Reload</a> to refresh your session.</span>"
NA,"<span class=""js-stale-session-flash-signed-out"" hidden>You signed out in another tab or window. <a href="""">Reload</a> to refresh your session.</span>"
NA,</div>
NA,"<template id=""site-details-dialog"">"
NA,"<details class=""details-reset details-overlay details-overlay-dark lh-default color-fg-default hx_rsm"" open>"
NA,"<summary role=""button"" aria-label=""Close dialog""></summary>"
NA,"<details-dialog class=""Box Box--overlay d-flex flex-column anim-fade-in fast hx_rsm-dialog hx_rsm-modal"" aria-labelledby=""box-title"">"
NA,"<button class=""Box-btn-octicon m-0 btn-octicon position-absolute right-0 top-0"" type=""button"" aria-label=""Close dialog"" data-close-dialog>"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">"
NA,"<path fill-rule=""evenodd"" d=""M3.72 3.72a.75.75 0 011.06 0L8 6.94l3.22-3.22a.75.75 0 111.06 1.06L9.06 8l3.22 3.22a.75.75 0 11-1.06 1.06L8 9.06l-3.22 3.22a.75.75 0 01-1.06-1.06L6.94 8 3.72 4.78a.75.75 0 010-1.06z""></path>"
</svg>,NA
NA,</button>
NA,"<div class=""octocat-spinner my-6 js-details-dialog-spinner""></div>"
NA,</details-dialog>
NA,</details>
</template>,NA
NA,"<div class=""Popover js-hovercard-content position-absolute"" style=""display: none; outline: none;"" tabindex=""0"">"
NA,"<div class=""Popover-message Popover-message--bottom-left Popover-message--large Box color-shadow-large"" style=""width:360px;"">"
NA,</div>
</div>,NA
NA,"<template id=""snippet-clipboard-copy-button"">"
NA,"<div class=""zeroclipboard-container position-absolute right-0 top-0"">"
NA,"<clipboard-copy aria-label=""Copy"" class=""ClipboardButton btn js-clipboard-copy m-2 p-0 tooltipped-no-delay"" data-copy-feedback=""Copied!"" data-tooltip-direction=""w"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-copy js-clipboard-copy-icon m-2"">"
NA,"<path fill-rule=""evenodd"" d=""M0 6.75C0 5.784.784 5 1.75 5h1.5a.75.75 0 010 1.5h-1.5a.25.25 0 00-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 00.25-.25v-1.5a.75.75 0 011.5 0v1.5A1.75 1.75 0 019.25 16h-7.5A1.75 1.75 0 010 14.25v-7.5z""></path><path fill-rule=""evenodd"" d=""M5 1.75C5 .784 5.784 0 6.75 0h7.5C15.216 0 16 .784 16 1.75v7.5A1.75 1.75 0 0114.25 11h-7.5A1.75 1.75 0 015 9.25v-7.5zm1.75-.25a.25.25 0 00-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 00.25-.25v-7.5a.25.25 0 00-.25-.25h-7.5z""></path>"
</svg>,NA
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check js-clipboard-check-icon color-fg-success d-none m-2"">"
NA,"<path fill-rule=""evenodd"" d=""M13.78 4.22a.75.75 0 010 1.06l-7.25 7.25a.75.75 0 01-1.06 0L2.22 9.28a.75.75 0 011.06-1.06L6 10.94l6.72-6.72a.75.75 0 011.06 0z""></path>"
</svg>,NA
NA,</clipboard-copy>
NA,</div>
</template>,NA
NA,</body>
</html>,NA
